"plot.cn","plot.invyr","plot.manual","plot.lat","plot.lon","plot.nonsample","plot.tree.counts","il.plot.shannon.index"
3226019010661,1998,0,38.25,-89.92,NA,21,1.08710883305803
3226042010661,1998,0,38.22,-90.28,NA,19,1.64899158829448
3226075010661,1998,0,38.17,-90.22,NA,28,2.10657733323212
3226107010661,1998,0,38.14,-90.14,NA,18,2.06206954130016
3173031010661,1998,0,41.44,-89.44,NA,14,1.76719499779167
3173049010661,1998,0,41.42,-89.47,NA,28,1.71360489199697
3189512010661,1998,0,40.5,-90.25,NA,58,2.30131176609391
3189600010661,1998,0,40.47,-90.31,NA,19,1.01600853111358
3189636010661,1998,0,40.53,-90.17,NA,41,2.19344709712487
3189691010661,1998,0,40.47,-90.11,NA,2,0.693147180559945
3189699010661,1998,0,40.47,-90.14,NA,45,1.96278937560271
3189777010661,1998,0,40.47,-90,NA,85,1.39837820121952
3189873010661,1998,0,40.53,-89.92,NA,71,2.01695732714392
3189960010661,1998,0,40.53,-89.97,NA,62,2.27070323922039
3190045010661,1998,0,40.44,-90.36,NA,29,1.52640328045219
3190086010661,1998,0,40.44,-90.36,NA,68,1.833180962808
3190188010661,1998,0,40.39,-90.39,NA,47,2.25300837801951
3190259010661,1998,0,40.42,-90.22,NA,17,1.61001243718572
3190290010661,1998,0,40.42,-90.22,NA,50,2.15943661946995
3181576010661,1998,0,41.69,-87.92,NA,28,1.54535006114478
3181623010661,1998,0,41.72,-87.89,NA,22,1.48358530599761
3181656010661,1998,0,41.69,-87.86,NA,28,1.3614474444521
3175148010661,1998,0,42.11,-90.06,NA,24,2.30109187384736
3175176010661,1998,0,42.17,-89.94,NA,21,1.57144636372213
3175202010661,1998,0,42.17,-89.97,NA,34,0.909493046476615
3175244010661,1998,0,42.19,-89.83,NA,6,0.450561208866305
3175274010661,1998,0,42.08,-90.14,NA,30,0.904898858708481
3172935010661,1998,0,41.44,-89.53,NA,62,2.17604037145555
3175426010661,1998,0,40.08,-90.33,NA,36,0.613432901559085
3175479010661,1998,0,40.06,-90.08,NA,22,1.55260476179692
3211107010661,1998,0,40.83,-90.03,NA,9,1.14905969697062
3190369010661,1998,0,40.42,-90.06,NA,19,2.02804676777597
3190402010661,1998,0,40.44,-89.94,NA,26,0.692421156697187
3190442010661,1998,0,40.31,-90.36,NA,28,0.999302168985498
3190645010661,1998,0,40.25,-90.44,NA,15,1.30952583530407
3190678010661,1998,0,40.19,-90.44,NA,2,0
3190691010661,1998,0,40.19,-90.22,NA,69,2.14851980951381
3190783010661,1998,0,40.22,-90.28,NA,47,1.89809608201925
3190856010661,1998,0,40.19,-90.28,NA,46,1.57135955451992
3190925010661,1998,0,40.19,-90.22,NA,12,1.63263092715435
3190487010661,1998,0,40.31,-90.33,NA,16,1.33166028682243
3214095010661,1998,0,41.64,-89.31,NA,47,0.849843622470743
3181772010661,1998,0,41.58,-87.78,NA,19,1.13264752848473
3181845010661,1998,0,41.47,-87.67,NA,43,2.28119326278997
3183397010661,1998,0,42.08,-88.72,NA,28,1.58794617608045
3175521010661,1998,0,40,-90.36,NA,64,1.5106931761255
3175603010661,1998,0,40,-90.36,NA,1,0
3175608010661,1998,0,40,-90.31,NA,13,1.52470739303014
3175623010661,1998,0,39.97,-90.28,NA,44,2.11383056386912
3175692010661,1998,0,40,-90.25,NA,22,2.0083299225286
3175716010661,1998,0,40,-90.25,NA,28,2.29208734749943
3175754010661,1998,0,39.97,-90.17,NA,15,1.41536913507919
3175778010661,1998,0,40,-90.22,NA,34,2.0931000900242
3175833010661,1998,0,39.97,-90.19,NA,28,1.67272197080739
3175865010661,1998,0,40.03,-90.11,NA,38,2.37726976773366
3175921010661,1998,0,40.03,-90.08,NA,20,1.56919172644823
3175958010661,1998,0,40,-90.03,NA,28,1.15799525926941
3176000010661,1998,0,39.89,-90.5,NA,32,0.525321319515595
3173435010661,1998,0,41.31,-89.56,NA,26,0.773605126552096
3189329010661,1998,0,40.61,-89.94,NA,15,1.58678470752805
3189350010661,1998,0,40.58,-89.89,NA,20,2.06847853163783
3189396010661,1998,0,40.47,-90.36,NA,24,1.82846577267341
3189440010661,1998,0,40.44,-90.36,NA,36,1.66264216182699
3214393010661,1998,0,41,-88.72,NA,7,0
3214408010661,1998,0,40.94,-88.72,NA,30,0
3225437010661,1998,0,41.14,-90.56,NA,29,2.20497906183934
3213928010661,1998,0,41.81,-89.64,NA,29,2.02209613505769
3211626010661,1998,0,41.58,-88.78,NA,11,1.03356205420682
3222711010661,1998,0,41.08,-89.14,NA,10,1.6094379124341
3211724010661,1998,0,41.44,-88.69,NA,19,1.2947749214475
3211789010661,1998,0,41.44,-88.78,NA,55,1.97659767396317
3181689010661,1998,0,41.69,-87.89,NA,17,1.45204407319368
3181710010661,1998,0,41.64,-87.86,NA,6,0.450561208866305
3199113010661,1998,0,40.67,-87.72,NA,45,1.74373247198895
3199169010661,1998,0,40.64,-87.72,NA,40,1.63897458413639
3176211010661,1998,0,40.25,-88.39,NA,32,2.01942149554582
3190513010661,1998,0,40.36,-90.14,NA,57,2.08331630833161
3190608010661,1998,0,40.28,-90.19,NA,23,2.0740965945787
3214642010661,1998,0,40.83,-88.44,NA,19,1.59026960110653
3214175010661,1998,0,41.11,-88.83,NA,63,2.07820784781557
3228407010661,1998,0,39.53,-88.64,NA,19,1.72195444940605
3211887010661,1998,0,41.31,-89.17,NA,11,0.585952618303551
3211902010661,1998,0,41.31,-89.11,NA,58,2.44793622110876
3212032010661,1998,0,41.33,-88.83,NA,49,2.09941135372834
3212412010661,1998,0,41.22,-89.06,NA,3,0.636514168294813
3212427010661,1998,0,41.25,-89.06,NA,60,2.2196026010389
3212520010661,1998,0,41.19,-88.89,NA,25,2.02612063296996
3183715010661,1998,0,40.14,-89,NA,18,1.69201980790846
3183763010661,1998,0,40.17,-88.75,NA,17,1.64591683001747
3183819010661,1998,0,40.14,-88.83,NA,17,1.63000055916165
3206173010661,1998,0,42.47,-90.08,NA,42,2.29690998057691
3206227010661,1998,0,42.44,-90.53,NA,54,2.09826490494784
3206302010661,1998,0,42.39,-90.44,NA,59,0.896790834029231
3176048010661,1998,0,39.94,-90.28,NA,29,2.25910818015981
3192985010661,1998,0,41.22,-88.28,NA,58,0.734973911384182
3176562010661,1998,0,39.72,-89.42,NA,44,1.31712226443589
3176619010661,1998,0,39.78,-89.28,NA,3,0
3214740010661,1998,0,40.72,-88.33,NA,15,0.690923309313818
3214797010661,1998,0,40.33,-89.31,NA,40,1.83847447018169
3214874010661,1998,0,40.28,-89.31,NA,3,1.09861228866811
3214885010661,1998,0,40.28,-89.33,NA,32,0.849877060110216
3214933010661,1998,0,40.25,-89.17,NA,55,1.85790939219777
3228632010661,1998,0,42.17,-89.19,NA,4,0.693147180559945
3228639010661,1998,0,42.17,-89.19,NA,10,0.325082973391448
3228658010661,1998,0,42.14,-89.22,NA,16,1.85765976635358
3228684010661,1998,0,42.06,-89.64,NA,38,0
3212611010661,1998,0,41.17,-88.83,NA,9,0.964962923007428
3212625010661,1998,0,41.17,-88.83,NA,52,2.23015251857164
3223298010661,1998,0,40.25,-90.11,NA,28,0.306829153440971
3224246010661,1998,0,40.06,-89.97,NA,19,2.17761572521185
3224267010661,1998,0,40.11,-89.83,NA,56,2.24334585783339
3213657010661,1998,0,41.72,-89.14,NA,8,0.900256051268537
3213674010661,1998,0,41.78,-89.03,NA,19,1.12859629366222
3213737010661,1998,0,41.86,-89.61,NA,52,1.58756767763106
3213801010661,1998,0,41.89,-89.47,NA,63,1.9187741585042
3183950010661,1998,0,39.72,-88.42,NA,59,2.07968410302344
3184066010661,1998,0,39.69,-88.06,NA,22,1.88098479712055
3207189010661,1998,0,42.19,-90.19,NA,26,1.66453950609149
3184167010661,1998,0,41.89,-88.22,NA,5,0.500402423538188
3194504010661,1998,0,40.5,-91.03,NA,15,1.76700919107457
3194527010661,1998,0,40.44,-91.36,NA,56,2.14065050280438
3176812010661,1998,0,39.53,-89.31,NA,11,0.885574151576672
3176827010661,1998,0,39.53,-89.25,NA,62,2.33999611406181
3176913010661,1998,0,39.58,-89.22,NA,20,1.82173839332084
3176981010661,1998,0,39.53,-89.39,NA,2,0.693147180559945
3176990010661,1998,0,39.47,-89.44,NA,2,0.693147180559945
3215140010661,1998,0,40.11,-89.47,NA,31,1.71657788171661
3215217010661,1998,0,40.06,-89.19,NA,58,1.02208414084119
3229162010661,1998,0,40.94,-89.92,NA,55,2.20865357695679
3213876010661,1998,0,41.86,-89.47,NA,28,0.519579839130515
3211983010661,1998,0,41.31,-88.94,NA,36,2.00362255389844
3224731010661,1998,0,41.28,-90.78,NA,56,1.84960439336715
3224804010661,1998,0,41.28,-90.72,NA,22,1.85332694674968
3224838010661,1998,0,41.28,-90.58,NA,58,2.04671812328048
3227440010661,1998,0,39.83,-90.47,NA,32,1.98455531565298
3227508010661,1998,0,39.83,-90.19,NA,15,1.5990147122063
3227525010661,1998,0,39.83,-90.22,NA,103,1.9638526265997
3227636010661,1998,0,39.81,-90.28,NA,5,1.33217904021012
3227647010661,1998,0,39.81,-90.22,NA,16,2.01403552370927
3195233010661,1998,0,40.28,-91.19,NA,76,1.84970275804414
3198215010661,1998,0,41.28,-90.33,NA,16,0
3177024010661,1998,0,39.44,-89.19,NA,12,0.836988216785836
3198287010661,1998,0,41.28,-89.86,NA,30,1.91315760960186
3198322010661,1998,0,41.28,-89.92,NA,13,1.26585675187274
3215434010661,1998,0,40.47,-90.78,NA,13,1.47913280742964
3215468010661,1998,0,40.47,-90.72,NA,30,1.35439888040336
3215548010661,1998,0,40.44,-90.86,NA,44,1.92301358044206
3215607010661,1998,0,40.44,-90.75,NA,3,1.09861228866811
3215618010661,1998,0,40.42,-90.72,NA,46,1.91462644054715
3215682010661,1998,0,40.39,-90.72,NA,35,1.63979062950697
3215753010661,1998,0,40.36,-90.78,NA,86,1.43600787620314
3215891010661,1998,0,40.28,-90.81,NA,22,2.16128711957615
3229782010661,1998,0,40.72,-89.92,NA,57,1.48331444557746
3229858010661,1998,0,40.69,-89.78,NA,26,1.47913280742964
3216094010661,1998,0,40.31,-90.47,NA,57,1.99016408408788
3216158010661,1998,0,40.31,-90.53,NA,25,2.00126168698822
3228500010661,1998,0,42.03,-89.17,NA,32,0
3227743010661,1998,0,39.67,-90.28,NA,15,1.39539709232679
3173113010661,1998,0,41.36,-89.75,NA,34,1.10100007198835
3198345010661,1998,0,41.22,-90.36,NA,14,1.05472091690681
3198362010661,1998,0,41.19,-90.33,NA,58,1.56476733712433
3198438010661,1998,0,41.22,-90.22,NA,54,1.28777440938468
3197467010661,1998,0,40.78,-90.81,NA,12,0.823959216501082
3214270010661,1998,0,41.03,-88.81,NA,27,1.6607646787902
3214307010661,1998,0,41.03,-88.78,NA,9,0.964962923007428
3198569010661,1998,0,40.97,-87.81,NA,30,1.41059471381689
3198609010661,1998,0,40.97,-87.69,NA,29,0.5526646224944
3198642010661,1998,0,40.89,-87.86,NA,68,1.02427075162357
3198753010661,1998,0,40.89,-87.86,NA,24,1.65041945248626
3216237010661,1998,0,42.44,-88.25,NA,30,1.12173420238098
3216293010661,1998,0,42.39,-88.56,NA,20,1.4320124921731
3216315010661,1998,0,42.36,-88.53,NA,22,1.50422288212136
3216339010661,1998,0,42.39,-88.58,NA,85,1.73102888150768
3216456010661,1998,0,42.36,-88.36,NA,49,1.43990624301805
3216509010661,1998,0,42.36,-88.39,NA,22,0.367649477400142
3216649010661,1998,0,42.28,-88.28,NA,3,0
3149741010661,1985,0,38.16,-89.46,NA,35,1.91089474745348
3228733010661,1998,0,42.06,-89.61,NA,6,1.01140426470735
3228769010661,1998,0,42.08,-89.36,NA,4,1.03972077083992
3228831010661,1998,0,41.94,-89.39,NA,18,1.83102048111352
3228851010661,1998,0,41.94,-89.44,NA,64,1.6111867403864
3228931010661,1998,0,42,-89.33,NA,13,1.6313454208086
3228950010661,1998,0,41.97,-89.17,NA,86,0.894724281489511
3229061010661,1998,0,42,-89.28,NA,18,1.80195113979326
3229098010661,1998,0,41.92,-89.5,NA,16,0.864740096527637
3229120010661,1998,0,41.92,-89.36,NA,24,1.58902691517397
3173199010661,1998,0,41.33,-89.47,NA,10,1.08889997534522
3173220010661,1998,0,41.33,-89.42,NA,69,2.25044964595382
3173307010661,1998,0,41.33,-89.28,NA,22,1.66633258532833
3173331010661,1998,0,41.36,-89.33,NA,33,1.04331292039148
3173383010661,1998,0,41.33,-89.19,NA,15,1.28687263039802
3172450010661,1998,0,39.92,-90.83,NA,40,1.81933030492587
3173474010661,1998,0,41.31,-89.42,NA,55,1.91895102951103
3173553010661,1998,0,41.31,-89.47,NA,6,0.636514168294813
3173562010661,1998,0,41.28,-89.44,NA,4,1.03972077083992
3184614010661,1998,0,39.5,-87.94,NA,1,0
3184620010661,1998,0,39.5,-87.86,NA,6,1.242453324894
3184629010661,1998,0,39.5,-87.81,NA,3,1.09861228866811
3184642010661,1998,0,39.5,-87.78,NA,3,0
3175088010661,1998,0,42.14,-90.17,NA,15,1.71408754118701
3175120010661,1998,0,42.14,-90.06,NA,22,1.15958881430863
3198918010661,1998,0,40.69,-87.97,NA,39,1.85284520013426
3198993010661,1998,0,40.72,-87.75,NA,45,1.76130973598176
3216677010661,1998,0,42.22,-88.58,NA,26,1.14865595041623
3216717010661,1998,0,42.17,-88.56,NA,5,0.500402423538188
3232199010661,1998,0,39.72,-90.86,NA,46,0.89594741297917
3232260010661,1998,0,39.72,-90.89,NA,50,1.69949717403182
3232323010661,1998,0,39.67,-90.86,NA,52,2.01744835196553
3232382010661,1998,0,39.72,-90.78,NA,56,2.4986694171536
3209873010661,1998,0,41.17,-87.69,NA,13,1.07201696856319
3209910010661,1998,0,41.11,-87.97,NA,80,1.08249293100924
3216756010661,1998,0,42.17,-88.25,NA,61,1.69879627774423
3216848010661,1998,0,42.19,-88.22,NA,10,1.16828245017656
3224685010661,1998,0,41.31,-90.94,NA,18,1.61500345451291
3249197010661,1998,0,40.53,-89.72,NA,39,1.06191434786821
3227804010661,1998,0,39.53,-90.28,NA,51,2.1828243831321
3227882010661,1998,0,39.56,-90.17,NA,65,1.91457861609398
3227973010661,1998,0,39.61,-90.14,NA,62,1.41675327044098
3228057010661,1998,0,39.58,-90.11,NA,49,2.37866745683254
3228123010661,1998,0,39.58,-90.06,NA,1,0
3228138010661,1998,0,39.53,-90.08,NA,56,2.30474092221226
3228276010661,1998,0,39.64,-88.72,NA,71,2.13029802520266
3228360010661,1998,0,39.64,-88.67,NA,3,0.636514168294813
3131565010661,1985,0,37.69,-89.33,NA,32,1.84804002435193
3131609010661,1985,0,37.71,-89.18,NA,36,2.41343066210152
3131649010661,1985,0,37.63,-89.5,NA,28,0.876645232262214
3131683010661,1985,0,37.61,-89.38,NA,39,1.93246938822419
3131724010661,1985,0,37.66,-89.35,NA,31,1.81226149027019
3131757010661,1985,0,37.65,-89.29,NA,39,1.81133154186233
3131798010661,1985,0,37.62,-89.37,NA,45,1.85809748085024
3131855010661,1985,0,37.63,-89.18,NA,16,1.83460963445809
3131873010661,1985,0,37.62,-89.17,NA,40,1.99743327685579
3131921010661,1985,0,37.83,-89.61,NA,43,2.49304649407025
3131966010661,1985,0,37.85,-89.54,NA,30,1.73152914597916
3131998010661,1985,0,37.82,-89.5,NA,39,1.6201140469786
3132039010661,1985,0,37.79,-89.5,NA,65,1.0797822603379
3132106010661,1985,0,37.84,-89.48,NA,44,2.17766320521685
3132152010661,1985,0,37.78,-89.49,NA,40,2.32806994851336
3132194010661,1985,0,37.73,-89.46,NA,30,1.13133084671553
3132226010661,1985,0,37.69,-89.39,NA,53,1.31043627525588
3132281010661,1985,0,37.71,-89.36,NA,25,0.964068121790583
3132308010661,1985,0,37.68,-89.49,NA,41,2.48330513705834
3132351010661,1985,0,37.68,-89.4,NA,39,2.05270463662028
3132392010661,1985,0,37.67,-89.39,NA,49,2.2319157218411
3132443010661,1985,0,37.64,-89.38,NA,40,2.17089022434401
3132485010661,1985,0,37.64,-89.38,NA,35,2.10644746948846
3132522010661,1985,0,37.62,-89.42,NA,43,1.98819119086415
3132567010661,1985,0,37.69,-89.36,NA,27,1.72254134312623
3132596010661,1985,0,37.66,-89.36,NA,46,2.37599133258198
3132644010661,1985,0,37.65,-89.33,NA,51,2.35434474868744
3132697010661,1985,0,37.61,-89.29,NA,17,2.06851349735954
3132716010661,1985,0,37.62,-89.27,NA,35,1.68429306199467
3135159010661,1985,0,37.58,-88.99,NA,8,0.974314752869349
3135169010661,1985,0,37.6,-89.04,NA,22,1.52945990363511
3135195010661,1985,0,37.56,-88.98,NA,32,1.64098791778224
3135237010661,1985,0,37.6,-88.9,NA,45,1.83479719903528
3135284010661,1985,0,37.58,-88.9,NA,31,2.1193779566465
3135319010661,1985,0,37.55,-88.86,NA,27,2.25959394890753
3135350010661,1985,0,37.52,-88.9,NA,13,1.60520710745546
3135371010661,1985,0,37.55,-88.8,NA,7,1.5498260458782
3135380010661,1985,0,37.53,-88.71,NA,30,2.053755992257
3135414010661,1985,0,37.52,-88.71,NA,38,2.33778232135862
3135454010661,1985,0,37.51,-88.98,NA,27,2.30986396092171
3128841010661,1985,0,37.5,-88.34,NA,30,2.07818447165828
3135535010661,1985,0,37.45,-88.73,NA,32,2.08488695007828
3135571010661,1985,0,37.41,-88.99,NA,34,1.75152353023821
3199230010661,1998,0,40.64,-87.61,NA,19,1.68924530995639
3199287010661,1998,0,40.56,-87.89,NA,5,1.05492016798614
3206114010661,1998,0,42.47,-90.61,NA,25,0.653418194793702
3214703010661,1998,0,40.67,-88.53,NA,15,1.41417546405698
3210062010661,1998,0,41.06,-87.61,NA,16,1.03972077083992
3210082010661,1998,0,41.08,-87.56,NA,34,0.686210712242764
3210351010661,1998,0,41.58,-88.58,NA,18,1.69040847253418
3226369010661,1998,0,39.28,-89.42,NA,8,0.376770161256437
3226413010661,1998,0,39.28,-89.14,NA,14,1.21538810108361
3226429010661,1998,0,39.28,-89.19,NA,38,1.61493201716827
3226478010661,1998,0,39.22,-89.61,NA,9,1.06085694715802
3226494010661,1998,0,39.22,-89.61,NA,27,1.51352641904257
3226529010661,1998,0,39.25,-89.58,NA,26,1.85236590465423
3226565010661,1998,0,39.19,-89.56,NA,11,0.859967281035505
3226580010661,1998,0,39.25,-89.42,NA,47,1.64623926212133
3173569010661,1998,0,41.28,-89.5,NA,55,2.21653128133411
3173650010661,1998,0,41.31,-89.39,NA,5,1.33217904021012
3173658010661,1998,0,41.28,-89.33,NA,34,0.362210557135449
3173706010661,1998,0,41.19,-89.58,NA,1,0
3226843010661,1998,0,39.14,-89.5,NA,11,1.16851840574309
3135613010661,1985,0,37.36,-89.03,NA,27,2.0955398863924
3135650010661,1985,0,37.38,-88.91,NA,34,2.2946323624892
3135686010661,1985,0,37.36,-88.83,NA,2,0.693147180559945
3135698010661,1985,0,37.39,-88.8,NA,35,1.53110085130022
3135735010661,1985,0,37.38,-88.81,NA,38,2.09088317610647
3135775010661,1985,0,37.36,-88.81,NA,23,2.08011585275626
3135804010661,1985,0,37.31,-89.03,NA,56,1.03015101105117
3135862010661,1985,0,37.53,-89,NA,37,1.75331127900607
3135901010661,1985,0,37.59,-88.86,NA,22,0.774992758456263
3135925010661,1985,0,37.53,-88.73,NA,52,1.97473765376786
3135979010661,1985,0,37.48,-88.93,NA,43,2.32301190543083
3136024010661,1985,0,37.5,-88.88,NA,46,2.04725450637244
3136072010661,1985,0,37.48,-88.83,NA,28,1.68174595435081
3136102010661,1985,0,37.5,-88.81,NA,32,1.79310068796916
3136136010661,1985,0,37.46,-88.72,NA,33,1.7958208181917
3136171010661,1985,0,37.36,-88.74,NA,38,1.85276005195885
3145485010661,1985,0,37.28,-88.9,NA,30,2.21397308895711
3145519010661,1985,0,37.26,-88.91,NA,44,2.20998857343818
3145577010661,1985,0,37.26,-88.74,NA,25,1.57239957584297
3145628010661,1985,0,37.19,-88.76,NA,20,1.01823015395139
3145650010661,1985,0,37.17,-88.76,NA,46,2.55716022958355
3145698010661,1985,0,37.24,-88.63,NA,22,1.98139948558285
3145726010661,1985,0,37.2,-88.71,NA,19,2.30201410308591
3145757010661,1985,0,37.16,-88.54,NA,34,2.21338425515119
3145793010661,1985,0,37.15,-88.65,NA,25,1.79697553238383
3145834010661,1985,0,37.26,-88.63,NA,43,1.98350851329422
3145879010661,1985,0,37.17,-88.51,NA,43,2.03353444521739
3149685010661,1985,0,38.22,-89.5,NA,34,1.98413372506429
3112889010661,1985,0,37.33,-89.43,NA,45,1.67102784873145
3112950010661,1985,0,37.26,-89.32,NA,23,1.84581892053615
3215061010661,1998,0,40.11,-89.56,NA,63,1.76961767950611
3206370010661,1998,0,42.44,-90.39,NA,62,1.59876044272361
3206444010661,1998,0,42.42,-90.39,NA,8,0.735621939758795
3206458010661,1998,0,42.39,-90.39,NA,21,1.88065818401878
3206482010661,1998,0,42.44,-90.28,NA,49,1.93600375924129
3206548010661,1998,0,42.42,-90.28,NA,65,2.11462006557438
3206625010661,1998,0,42.39,-90.33,NA,33,2.03357337657545
3206662010661,1998,0,42.39,-90.25,NA,20,1.33082393687229
3206702010661,1998,0,42.39,-90.14,NA,57,2.05192814281119
3206769010661,1998,0,42.44,-90.06,NA,48,1.68214401869094
3206828010661,1998,0,42.42,-90.06,NA,63,1.45004504259328
3206914010661,1998,0,42.33,-90.33,NA,2,0
3206939010661,1998,0,42.36,-90.11,NA,65,1.78121962106174
3209779010661,1998,0,41.17,-88.06,NA,11,1.16222554492109
3210543010661,1998,0,41,-90.39,NA,8,1.49417513828931
3226864010661,1998,0,39.17,-89.44,NA,17,1.05510161816864
3226899010661,1998,0,39.14,-89.28,NA,42,1.9262911831904
3226954010661,1998,0,39.11,-89.28,NA,15,1.58216994292525
3226977010661,1998,0,39.08,-89.25,NA,24,1.96391701158651
3227007010661,1998,0,39.06,-89.64,NA,8,0
3227020010661,1998,0,39.06,-89.58,NA,13,1.03176711135054
3227050010661,1998,0,39.06,-89.53,NA,28,2.06265067759987
3227082010661,1998,0,39.03,-89.53,NA,16,1.7479662368881
3227104010661,1998,0,39.08,-89.42,NA,68,1.57185924175389
3227188010661,1998,0,39.03,-89.39,NA,22,1.55260476179692
3227214010661,1998,0,39.06,-89.28,NA,28,2.41330386077741
3227244010661,1998,0,39.06,-89.28,NA,54,2.45763933246076
3227328010661,1998,0,39.06,-89.28,NA,6,1.32966134885476
3227347010661,1998,0,39.14,-89.58,NA,30,1.75418235088521
3227380010661,1998,0,39.17,-89.61,NA,9,1.52295506753132
3226182010661,1998,0,38.31,-90.08,NA,31,2.32473615856746
3226222010661,1998,0,38.31,-90.22,NA,18,2.24517158941152
3226247010661,1998,0,38.22,-90.19,NA,18,1.26767702904526
3241376010661,1998,0,38.78,-87.97,NA,1,0
3241495010661,1998,0,38.75,-88.08,NA,13,1.88487133357816
3113018010661,1985,0,37.19,-89.43,NA,40,2.06647052062669
3113060010661,1985,0,37.17,-89.42,NA,26,1.65370583009331
3113094010661,1985,0,37.2,-89.27,NA,26,1.80059371508442
3113126010661,1985,0,37.21,-89.27,NA,49,1.92682300945602
3113201010661,1985,0,37.01,-89.29,NA,26,0.882827543575108
3113235010661,1985,0,36.98,-89.18,NA,25,1.50920367568132
3113262010661,1985,0,37.29,-89.38,NA,39,2.11610607996377
3113303010661,1985,0,37.33,-89.35,NA,38,2.1486758657061
3113343010661,1985,0,37.32,-89.31,NA,29,2.19920502822482
3113374010661,1985,0,37.3,-89.29,NA,39,2.10503648232913
3113505010661,1985,0,37.26,-89.33,NA,37,2.03438316469184
3113544010661,1985,0,37.23,-89.42,NA,39,1.43213070087071
3113585010661,1985,0,37.24,-89.37,NA,28,2.00622576674126
3113615010661,1985,0,37.21,-89.35,NA,42,1.92041703894862
3127559010661,1985,0,38.06,-88.69,NA,41,1.90480543267605
3112977010661,1985,0,37.3,-89.22,NA,33,2.05674976177473
3127628010661,1985,0,38.08,-88.42,NA,14,0.991138896613094
3127648010661,1985,0,38.03,-88.63,NA,35,2.19096006269971
3127685010661,1985,0,38.02,-88.62,NA,15,2.02622962299529
3127714010661,1985,0,38.02,-88.59,NA,23,2.08011585275626
3127747010661,1985,0,37.96,-88.57,NA,34,2.35648958742466
3209388010661,1998,0,42.06,-88.36,NA,24,1.72226072185002
3209427010661,1998,0,42,-88.28,NA,27,1.34864597256553
3207073010661,1998,0,42.22,-90.22,NA,37,2.09904730567412
3207115010661,1998,0,42.22,-90.28,NA,46,2.35962452546667
3209478010661,1998,0,41.94,-88.42,NA,50,1.21358391544402
3209305010661,1998,0,42.14,-88.53,NA,15,0.636514168294813
3210613010661,1998,0,40.97,-90.25,NA,54,1.76653007248134
3210684010661,1998,0,40.94,-90.25,NA,33,2.21482486305633
3210725010661,1998,0,40.92,-90.28,NA,26,1.28343325062363
3210761010661,1998,0,40.94,-90.17,NA,33,1.69522386630084
3210797010661,1998,0,40.94,-90.11,NA,69,2.04939597810707
3210873010661,1998,0,40.92,-90.14,NA,22,1.36407432144274
3210897010661,1998,0,40.92,-90.19,NA,5,0.673011667009257
3210910010661,1998,0,40.94,-90.03,NA,18,2.18703290677101
3210944010661,1998,0,40.86,-90.36,NA,44,2.22247503507147
3210998010661,1998,0,40.81,-90.33,NA,50,0.890330280362202
3211055010661,1998,0,40.86,-90.22,NA,17,0.465999256961043
3211163010661,1998,0,40.72,-90.14,NA,12,1.42412991734677
3241524010661,1998,0,38.67,-87.94,NA,5,1.33217904021012
3241543010661,1998,0,38.72,-88.17,NA,67,2.57551818466311
3241634010661,1998,0,38.67,-88.17,NA,24,2.11653105351784
3241670010661,1998,0,38.67,-88.14,NA,8,1.38629436111989
3241690010661,1998,0,38.64,-88.06,NA,43,1.76244033727979
3241755010661,1998,0,38.67,-88.03,NA,82,1.56337395927391
3241853010661,1998,0,38.58,-88,NA,63,1.92434339278991
3241955010661,1998,0,38.64,-88.14,NA,5,0.673011667009257
3241976010661,1998,0,38.78,-88.11,NA,28,1.46508439655568
3242882010661,1998,0,38.5,-90.17,NA,6,1.56071040904141
3127797010661,1985,0,37.93,-88.66,NA,28,2.12734057042506
3127841010661,1985,0,37.91,-88.45,NA,29,1.61833818092439
3128618010661,1985,0,37.58,-88.28,NA,19,1.66687569743084
3128639010661,1985,0,37.57,-88.29,NA,20,1.84645059867221
3128661010661,1985,0,37.53,-88.37,NA,46,2.09961486097455
3128721010661,1985,0,37.55,-88.13,NA,35,1.20267161469015
3128758010661,1985,0,37.52,-88.08,NA,28,2.20871002096836
3128790010661,1985,0,37.47,-88.41,NA,47,1.97733109944713
3125099010661,1985,0,37.9,-88.79,NA,30,1.38031498728594
3128875010661,1985,0,37.46,-88.36,NA,35,1.80177803288865
3128914010661,1985,0,37.43,-88.36,NA,22,1.91004746597859
3128940010661,1985,0,37.5,-88.25,NA,30,2.21912129007167
3128980010661,1985,0,37.58,-88.36,NA,39,1.50797677558335
3129021010661,1985,0,37.53,-88.35,NA,46,2.09961486097455
3129069010661,1985,0,37.58,-88.26,NA,33,1.45914544537426
3124438010661,1985,0,38.08,-88.91,NA,19,2.26023385317467
3124465010661,1985,0,38.12,-88.75,NA,32,2.14848021575278
3124507010661,1985,0,38.06,-88.78,NA,37,1.8078981869773
3124556010661,1985,0,37.99,-89.04,NA,30,1.569939938247
3124604010661,1985,0,37.96,-88.99,NA,25,1.73482587894619
3124633010661,1985,0,38.02,-88.93,NA,39,2.20118682952726
3124678010661,1985,0,37.99,-88.86,NA,30,1.96548242397831
3124712010661,1985,0,37.96,-88.89,NA,37,0.850303301958019
3124751010661,1985,0,38.03,-88.79,NA,44,1.25994656341505
3124797010661,1985,0,38.02,-88.81,NA,58,1.57764638666824
3124859010661,1985,0,38,-88.71,NA,21,2.01736362344825
